status, species, listing name, link, spcode
T,"Bat, Northern long-eared","Myotis septentrionalis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A0JE,A0JE
E,"Bumble bee, Rusty patched","Bombus affinis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0WI,I0WI
E,"Butterfly, Karner blue","Lycaeides melissa samuelis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I00F,I00F
E,"Higgins eye (pearlymussel)","Lampsilis higginsii",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F009,F009
T,"Knot, red","Calidris canutus rufa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B0DM,B0DM
T,"Lynx, Canada","Lynx canadensis",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A073,A073
E,"Mapleleaf, winged","Quadrula fragosa",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00C,F00C
T,"Massasauga (=rattlesnake), eastern","Sistrurus catenatus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=C03P,C03P
E,"Mussel, sheepnose","Plethobasus cyphyus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F046,F046
E,"Mussel, snuffbox","Epioblasma triquetra",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F03J,F03J
E,"Plover, piping","Charadrius melodus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=B079,B079
E,"Shiner, Topeka","Notropis topeka (=tristis)",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=E07R,E07R
T,"Skipper, Dakota","Hesperia dacotae",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I011,I011
E,"skipperling, Poweshiek","Oarisma poweshiek",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=I0W1,I0W1
E,"Spectaclecase (mussel)","Cumberlandia monodonta",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=F00X,F00X
T,"Wolf, gray","Canis lupus",https://ecos.fws.gov/ecp0/profile/speciesProfile?spcode=A00D,A00D
